antecedent,consequent,support,confidence,lift
{34 19 14},{30},0.275,0.609,1.082
{34 30 14},{19},0.282,0.593,1.1
{19 30 14},{34},0.241,0.696,1.087
{19},{44 30 14},0.54,0.186,1.095
{30},{19 44 14},0.563,0.178,1.074
{44},{19 30 14},0.373,0.268,1.115
{14},{19 44 30},0.717,0.14,1.11
{19 30},{44 14},0.316,0.316,1.118
{19 44},{14 30},0.213,0.471,1.118
{19 14},{44 30},0.399,0.251,1.157
{44 30},{19 14},0.217,0.462,1.157
{30 14},{19 44},0.421,0.238,1.118
{44 14},{19 30},0.283,0.354,1.118
{19 44 30},{14},0.126,0.796,1.11
{19 30 14},{44},0.241,0.416,1.115
{19 44 14},{30},0.165,0.605,1.074
{44 30 14},{19},0.17,0.591,1.095
{48},{19 30 14},0.479,0.273,1.135
{19},{48 30 14},0.54,0.242,1.114
{30},{48 19 14},0.563,0.232,1.108
{14},{48 19 30},0.717,0.182,1.103
{48 19},{14 30},0.268,0.489,1.161
{48 30},{19 14},0.282,0.463,1.16
{48 14},{19 30},0.356,0.367,1.161
{19 30},{48 14},0.316,0.414,1.161
{19 14},{48 30},0.399,0.327,1.16
{30 14},{48 19},0.421,0.311,1.161
{48 19 30},{14},0.165,0.79,1.103
{48 19 14},{30},0.21,0.624,1.108
{48 30 14},{19},0.218,0.601,1.114
{19 30 14},{48},0.241,0.544,1.135
{49},{19 30 14},0.389,0.283,1.177
{19},{49 30 14},0.54,0.204,1.15
{30},{49 19 14},0.563,0.195,1.144
{14},{49 19 30},0.717,0.154,1.115
{49 19},{14 30},0.219,0.502,1.193
{49 30},{19 14},0.229,0.48,1.203
{49 14},{19 30},0.289,0.381,1.205
{19 30},{49 14},0.316,0.348,1.205
{19 14},{49 30},0.399,0.276,1.203
{30 14},{49 19},0.421,0.261,1.193
{49 19 30},{14},0.138,0.799,1.115
{49 19 14},{30},0.171,0.645,1.144
{49 30 14},{19},0.178,0.62,1.15
{19 30 14},{49},0.241,0.458,1.177
{16},{19 30 14},0.513,0.246,1.024
{19},{16 30 14},0.54,0.234,1.064
{30},{16 19 14},0.563,0.225,1.048
{14},{16 19 30},0.717,0.176,1.058
{16 19},{14 30},0.286,0.442,1.049
{16 30},{19 14},0.29,0.436,1.092
{16 14},{19 30},0.38,0.333,1.053
{19 30},{16 14},0.316,0.4,1.053
{19 14},{16 30},0.399,0.317,1.092
{30 14},{16 19},0.421,0.3,1.049
{16 19 30},{14},0.167,0.758,1.058
{16 19 14},{30},0.214,0.59,1.048
{16 30 14},{19},0.22,0.574,1.064
{19 30 14},{16},0.241,0.526,1.024
{19},{26 30 14},0.54,0.201,1.072
{30},{26 19 14},0.563,0.193,1.095
{26},{19 30 14},0.412,0.263,1.093
{14},{26 19 30},0.717,0.151,1.082
{19 30},{26 14},0.316,0.343,1.123
{26 19},{14 30},0.233,0.466,1.107
{19 14},{26 30},0.399,0.272,1.11
{26 30},{19 14},0.245,0.443,1.11
{30 14},{26 19},0.421,0.258,1.107
{26 14},{19 30},0.305,0.355,1.123
{26 19 30},{14},0.14,0.776,1.082
{19 30 14},{26},0.241,0.451,1.093
{26 19 14},{30},0.176,0.617,1.095
{26 30 14},{19},0.188,0.578,1.072
{19},{12 30 14},0.54,0.191,1.125
{30},{19 12 14},0.563,0.183,1.127
{12},{19 30 14},0.365,0.282,1.173
{14},{19 12 30},0.717,0.144,1.129
{19 30},{12 14},0.316,0.326,1.169
{19 12},{14 30},0.204,0.506,1.201
{19 14},{12 30},0.399,0.258,1.201
{12 30},{19 14},0.215,0.48,1.201
{30 14},{19 12},0.421,0.245,1.201
{12 14},{19 30},0.279,0.37,1.169
{19 12 30},{14},0.127,0.809,1.129
{19 30 14},{12},0.241,0.429,1.173
{19 12 14},{30},0.162,0.634,1.127
{12 30 14},{19},0.17,0.607,1.125
{19},{14 46 30},0.54,0.19,1.086
{30},{19 46 14},0.563,0.182,1.129
{46},{19 30 14},0.372,0.275,1.143
{14},{19 46 30},0.717,0.143,1.113
{19 30},{46 14},0.316,0.324,1.161
{19 46},{14 30},0.206,0.498,1.182
{19 14},{46 30},0.399,0.256,1.135
{46 30},{19 14},0.226,0.453,1.135
{30 14},{19 46},0.421,0.243,1.182
{46 14},{19 30},0.279,0.367,1.161
{46 19 30},{14},0.128,0.797,1.113
{19 30 14},{46},0.241,0.426,1.143
{19 46 14},{30},0.161,0.636,1.129
{46 30 14},{19},0.175,0.586,1.086
{32},{19 30 14},0.413,0.259,1.075
{19},{32 30 14},0.54,0.198,1.057
{30},{32 19 14},0.563,0.19,1.123
{14},{32 19 30},0.717,0.149,1.078
{32 19},{14 30},0.226,0.473,1.123
{32 30},{19 14},0.245,0.437,1.093
{32 14},{19 30},0.299,0.357,1.128
{19 30},{32 14},0.316,0.338,1.128
{19 14},{32 30},0.399,0.267,1.093
{30 14},{32 19},0.421,0.254,1.123
{32 19 30},{14},0.138,0.773,1.078
{32 19 14},{30},0.169,0.632,1.123
{32 30 14},{19},0.187,0.57,1.057
{19 30 14},{32},0.241,0.444,1.075
{34},{19 44 14},0.641,0.181,1.092
{19},{34 44 14},0.54,0.215,1.099
{44},{34 19 14},0.373,0.31,1.129
{14},{34 19 44},0.717,0.162,1.137
{34 19},{44 14},0.36,0.322,1.138
{34 44},{19 14},0.25,0.464,1.162
{34 14},{19 44},0.475,0.244,1.147
{19 44},{34 14},0.213,0.545,1.147
{19 14},{34 44},0.399,0.29,1.162
{44 14},{34 19},0.283,0.409,1.138
{34 19 44},{14},0.142,0.815,1.137
{34 19 14},{44},0.275,0.421,1.129
{34 44 14},{19},0.195,0.593,1.099
{19 44 14},{34},0.165,0.7,1.092
{48},{34 19 14},0.479,0.301,1.095
{34},{48 19 14},0.641,0.225,1.074
{19},{48 34 14},0.54,0.267,1.103
{14},{48 34 19},0.717,0.201,1.133
{48 34},{19 14},0.316,0.456,1.141
{48 19},{34 14},0.268,0.539,1.134
{48 14},{34 19},0.356,0.405,1.126
{34 19},{48 14},0.36,0.401,1.126
{34 14},{48 19},0.475,0.304,1.134
{19 14},{48 34},0.399,0.361,1.141
{48 34 19},{14},0.178,0.812,1.133
{48 34 14},{19},0.242,0.595,1.103
{48 19 14},{34},0.21,0.688,1.074
{34 19 14},{48},0.275,0.524,1.095
{49},{34 19 14},0.389,0.305,1.108
{34},{49 19 14},0.641,0.185,1.082
{19},{49 34 14},0.54,0.22,1.142
{14},{49 34 19},0.717,0.165,1.101
{49 34},{19 14},0.254,0.467,1.17
{49 19},{34 14},0.219,0.54,1.138
{49 14},{34 19},0.289,0.41,1.14
{34 19},{49 14},0.36,0.329,1.14
{34 14},{49 19},0.475,0.249,1.138
{19 14},{49 34},0.399,0.297,1.17
{49 34 19},{14},0.15,0.789,1.101
{49 34 14},{19},0.192,0.616,1.142
{49 19 14},{34},0.171,0.693,1.082
{34 19 14},{49},0.275,0.431,1.108
{16},{34 19 14},0.513,0.289,1.052
{34},{16 19 14},0.641,0.232,1.082
{19},{16 34 14},0.54,0.275,1.073
{14},{16 34 19},0.717,0.207,1.091
{16 34},{19 14},0.332,0.447,1.119
{16 19},{34 14},0.286,0.519,1.092
{16 14},{34 19},0.38,0.391,1.087
{34 19},{16 14},0.36,0.413,1.087
{34 14},{16 19},0.475,0.313,1.092
{19 14},{16 34},0.399,0.372,1.119
{16 34 19},{14},0.19,0.782,1.091
{16 34 14},{19},0.257,0.579,1.073
{16 19 14},{34},0.214,0.693,1.082
{34 19 14},{16},0.275,0.54,1.052
{34},{26 19 14},0.641,0.192,1.09
{19},{26 34 14},0.54,0.228,1.102
{26},{34 19 14},0.412,0.298,1.083
{14},{26 19 34},0.717,0.171,1.099
{34 19},{26 14},0.36,0.341,1.118
{34 26},{19 14},0.27,0.455,1.14
{34 14},{26 19},0.475,0.259,1.112
{26 19},{34 14},0.233,0.528,1.112
{19 14},{34 26},0.399,0.307,1.14
{26 14},{34 19},0.305,0.402,1.118
{26 34 19},{14},0.156,0.788,1.099
{34 19 14},{26},0.275,0.447,1.083
{34 26 14},{19},0.207,0.595,1.102
{26 19 14},{34},0.176,0.698,1.09
{34},{19 12 14},0.641,0.174,1.071
{19},{34 12 14},0.54,0.207,1.098
{12},{34 19 14},0.365,0.305,1.109
{14},{34 19 12},0.717,0.155,1.126
{34 19},{12 14},0.36,0.31,1.111
{34 12},{19 14},0.238,0.469,1.175
{34 14},{19 12},0.475,0.235,1.151
{19 12},{34 14},0.204,0.547,1.151
{19 14},{34 12},0.399,0.279,1.175
{12 14},{34 19},0.279,0.4,1.111
{34 19 12},{14},0.138,0.807,1.126
{34 19 14},{12},0.275,0.405,1.109
{34 12 14},{19},0.188,0.592,1.098
{19 12 14},{34},0.162,0.686,1.071
{34},{19 46 14},0.641,0.18,1.115
{19},{34 46 14},0.54,0.213,1.11
{46},{34 19 14},0.372,0.309,1.124
{14},{34 19 46},0.717,0.161,1.112
{34 19},{46 14},0.36,0.32,1.147
{34 46},{19 14},0.253,0.455,1.14
{34 14},{19 46},0.475,0.242,1.178
{19 46},{34 14},0.206,0.559,1.178
{19 14},{34 46},0.399,0.288,1.14
{46 14},{34 19},0.279,0.413,1.147
{34 19 46},{14},0.144,0.797,1.112
{34 19 14},{46},0.275,0.419,1.124
{34 46 14},{19},0.192,0.599,1.11
{19 46 14},{34},0.161,0.714,1.115
{32},{34 19 14},0.413,0.293,1.067
{34},{32 19 14},0.641,0.189,1.12
{19},{32 34 14},0.54,0.224,1.073
{14},{32 34 19},0.717,0.169,1.066
{32 34},{19 14},0.277,0.437,1.094
{32 19},{34 14},0.226,0.536,1.129
{32 14},{34 19},0.299,0.405,1.125
{34 19},{32 14},0.36,0.337,1.125
{34 14},{32 19},0.475,0.255,1.129
{19 14},{32 34},0.399,0.303,1.094
{32 34 19},{14},0.158,0.764,1.066
{32 34 14},{19},0.209,0.579,1.073
{32 19 14},{34},0.169,0.717,1.12
{34 19 14},{32},0.275,0.441,1.067
{48},{16 19 14},0.479,0.235,1.096
{16},{48 19 14},0.513,0.219,1.046
{19},{48 16 14},0.54,0.208,1.083
{14},{48 16 19},0.717,0.157,1.101
{48 16},{19 14},0.248,0.454,1.136
{48 19},{16 14},0.268,0.42,1.107
{48 14},{16 19},0.356,0.316,1.103
{16 19},{48 14},0.286,0.393,1.103
{16 14},{48 19},0.38,0.296,1.107
{19 14},{48 16},0.399,0.282,1.136
{48 16 19},{14},0.142,0.789,1.101
{48 16 14},{19},0.193,0.584,1.083
{48 19 14},{16},0.21,0.537,1.046
{16 19 14},{48},0.214,0.525,1.096
{34},{28 30 14},0.641,0.168,1.088
{30},{34 28 14},0.563,0.191,1.069
{28},{34 30 14},0.342,0.314,1.112
{14},{34 28 30},0.717,0.15,1.115
{34 30},{28 14},0.368,0.292,1.138
{34 28},{14 30},0.23,0.467,1.11
{34 14},{28 30},0.475,0.226,1.153
{28 30},{34 14},0.196,0.548,1.153
{30 14},{34 28},0.421,0.255,1.11
{28 14},{34 30},0.257,0.419,1.138
{34 28 30},{14},0.134,0.799,1.115
{34 30 14},{28},0.282,0.381,1.112
{34 28 14},{30},0.179,0.602,1.069
{28 30 14},{34},0.154,0.697,1.088
{16},{34 28 14},0.513,0.208,1.166
{34},{16 28 14},0.641,0.167,1.151
{28},{16 34 14},0.342,0.312,1.216
{14},{16 34 28},0.717,0.149,1.139
{16 34},{28 14},0.332,0.321,1.252
{16 28},{34 14},0.188,0.569,1.199
{16 14},{34 28},0.38,0.281,1.223
{34 28},{16 14},0.23,0.464,1.223
{34 14},{16 28},0.475,0.225,1.199
{28 14},{16 34},0.257,0.416,1.252
{16 34 28},{14},0.131,0.816,1.139
{16 34 14},{28},0.257,0.416,1.216
{16 28 14},{34},0.145,0.737,1.151
{34 28 14},{16},0.179,0.598,1.166
{34},{44 30 14},0.641,0.179,1.057
{30},{34 44 14},0.563,0.204,1.044
{44},{34 30 14},0.373,0.308,1.09
{14},{34 44 30},0.717,0.16,1.114
{34 30},{44 14},0.368,0.312,1.102
{34 44},{14 30},0.25,0.46,1.092
{34 14},{44 30},0.475,0.242,1.116
{44 30},{34 14},0.217,0.53,1.116
{30 14},{34 44},0.421,0.273,1.092
{44 14},{34 30},0.283,0.406,1.102
{34 44 30},{14},0.144,0.798,1.114
{34 30 14},{44},0.282,0.407,1.09
{34 44 14},{30},0.195,0.588,1.044
{44 30 14},{34},0.17,0.677,1.057
{48},{34 30 14},0.479,0.315,1.116
{34},{48 30 14},0.641,0.235,1.082
{30},{48 34 14},0.563,0.268,1.105
{14},{48 34 30},0.717,0.21,1.104
{48 34},{14 30},0.316,0.477,1.132
{48 30},{34 14},0.282,0.534,1.125
{48 14},{34 30},0.356,0.424,1.151
{34 30},{48 14},0.368,0.41,1.151
{34 14},{48 30},0.475,0.318,1.125
{30 14},{48 34},0.421,0.358,1.132
{48 34 30},{14},0.191,0.792,1.104
{48 34 14},{30},0.242,0.623,1.105
{48 30 14},{34},0.218,0.693,1.082
{34 30 14},{48},0.282,0.534,1.116
{49},{34 30 14},0.389,0.303,1.073
{34},{49 30 14},0.641,0.184,1.036
{30},{49 34 14},0.563,0.209,1.088
{14},{49 34 30},0.717,0.164,1.092
{49 34},{14 30},0.254,0.464,1.103
{49 30},{34 14},0.229,0.514,1.082
{49 14},{34 30},0.289,0.408,1.108
{34 30},{49 14},0.368,0.32,1.108
{34 14},{49 30},0.475,0.248,1.082
{30 14},{49 34},0.421,0.28,1.103
{49 34 30},{14},0.15,0.783,1.092
{49 34 14},{30},0.192,0.613,1.088
{49 30 14},{34},0.178,0.664,1.036
{34 30 14},{49},0.282,0.417,1.073
{16},{34 30 14},0.513,0.293,1.037
{34},{16 30 14},0.641,0.234,1.064
{30},{16 34 14},0.563,0.267,1.039
{14},{16 34 30},0.717,0.209,1.092
{16 34},{14 30},0.332,0.452,1.073
{16 30},{34 14},0.29,0.518,1.091
{16 14},{34 30},0.38,0.395,1.074
{34 30},{16 14},0.368,0.408,1.074
{34 14},{16 30},0.475,0.316,1.091
{30 14},{16 34},0.421,0.357,1.073
{16 34 30},{14},0.192,0.783,1.092
{16 34 14},{30},0.257,0.585,1.039
{16 30 14},{34},0.22,0.682,1.064
{34 30 14},{16},0.282,0.532,1.037
{34},{26 30 14},0.641,0.202,1.078
{30},{34 26 14},0.563,0.23,1.113
{26},{34 30 14},0.412,0.314,1.112
{14},{34 26 30},0.717,0.181,1.105
{34 30},{26 14},0.368,0.352,1.152
{34 26},{14 30},0.27,0.48,1.14
{34 14},{26 30},0.475,0.273,1.115
{26 30},{34 14},0.245,0.529,1.115
{30 14},{34 26},0.421,0.307,1.14
{26 14},{34 30},0.305,0.424,1.152
{34 26 30},{14},0.163,0.792,1.105
{34 30 14},{26},0.282,0.459,1.112
{34 26 14},{30},0.207,0.627,1.113
{26 30 14},{34},0.188,0.69,1.078
{34},{12 30 14},0.641,0.181,1.064
{30},{34 12 14},0.563,0.206,1.092
{12},{34 30 14},0.365,0.317,1.123
{14},{34 12 30},0.717,0.162,1.139
{34 30},{12 14},0.368,0.315,1.128
{34 12},{14 30},0.238,0.487,1.157
{34 14},{12 30},0.475,0.244,1.135
{12 30},{34 14},0.215,0.539,1.135
{30 14},{34 12},0.421,0.275,1.157
{12 14},{34 30},0.279,0.415,1.128
{34 12 30},{14},0.142,0.816,1.139
{34 30 14},{12},0.282,0.41,1.123
{34 12 14},{30},0.188,0.615,1.092
{12 30 14},{34},0.17,0.682,1.064
{34},{14 46 30},0.641,0.187,1.069
{30},{34 46 14},0.563,0.213,1.107
{46},{34 30 14},0.372,0.322,1.14
{14},{34 46 30},0.717,0.167,1.089
{34 30},{46 14},0.368,0.325,1.167
{34 46},{14 30},0.253,0.474,1.125
{34 14},{46 30},0.475,0.252,1.117
{46 30},{34 14},0.226,0.53,1.117
{30 14},{34 46},0.421,0.284,1.125
{46 14},{34 30},0.279,0.429,1.167
{46 34 30},{14},0.153,0.78,1.089
{34 30 14},{46},0.282,0.424,1.14
{34 46 14},{30},0.192,0.623,1.107
{46 30 14},{34},0.175,0.685,1.069
{32},{34 30 14},0.413,0.324,1.148
{34},{32 30 14},0.641,0.209,1.116
{30},{32 34 14},0.563,0.238,1.136
{14},{32 34 30},0.717,0.187,1.101
{32 34},{14 30},0.277,0.483,1.146
{32 30},{34 14},0.245,0.547,1.152
{32 14},{34 30},0.299,0.447,1.215
{34 30},{32 14},0.368,0.364,1.215
{34 14},{32 30},0.475,0.282,1.152
{30 14},{32 34},0.421,0.318,1.146
{32 34 30},{14},0.17,0.789,1.101
{32 34 14},{30},0.209,0.64,1.136
{32 30 14},{34},0.187,0.715,1.116
{34 30 14},{32},0.282,0.474,1.148
{34},{39 14 30},0.641,0.16,1.092
{39},{34 14 30},0.316,0.324,1.148
{30},{34 14 39},0.563,0.182,1.115
{14},{34 30 39},0.717,0.143,1.101
{34 39},{30 14},0.21,0.489,1.161
{34 30},{14 39},0.368,0.278,1.188
{34 14},{30 39},0.475,0.216,1.119
{30 39},{34 14},0.193,0.531,1.119
{14 39},{34 30},0.234,0.437,1.188
{30 14},{34 39},0.421,0.243,1.161
{34 30 39},{14},0.13,0.789,1.101
{34 14 39},{30},0.163,0.628,1.115
{34 30 14},{39},0.282,0.363,1.148
{14 30 39},{34},0.146,0.699,1.092
{48},{16 30 14},0.479,0.245,1.111
{16},{48 30 14},0.513,0.228,1.049
{30},{48 16 14},0.563,0.208,1.08
{14},{48 16 30},0.717,0.163,1.105
{48 16},{14 30},0.248,0.472,1.122
{48 30},{16 14},0.282,0.415,1.093
{48 14},{16 30},0.356,0.329,1.135
{16 30},{48 14},0.29,0.404,1.135
{16 14},{48 30},0.38,0.308,1.093
{30 14},{48 16},0.421,0.278,1.122
{48 16 30},{14},0.148,0.792,1.105
{48 16 14},{30},0.193,0.608,1.08
{48 30 14},{16},0.218,0.538,1.049
{16 30 14},{48},0.22,0.532,1.111
{16},{26 30 14},0.513,0.204,1.085
{30},{16 26 14},0.563,0.185,1.081
{26},{16 30 14},0.412,0.253,1.15
{14},{16 26 30},0.717,0.146,1.114
{16 30},{26 14},0.29,0.36,1.18
{16 26},{14 30},0.222,0.471,1.118
{16 14},{26 30},0.38,0.275,1.125
{26 30},{16 14},0.245,0.427,1.125
{30 14},{16 26},0.421,0.248,1.118
{26 14},{16 30},0.305,0.342,1.18
{16 26 30},{14},0.131,0.798,1.114
{16 30 14},{26},0.22,0.474,1.15
{16 26 14},{30},0.172,0.609,1.081
{26 30 14},{16},0.188,0.557,1.085
{16},{32 30 14},0.513,0.203,1.084
{32},{16 30 14},0.413,0.252,1.145
{30},{16 32 14},0.563,0.185,1.117
{14},{16 32 30},0.717,0.145,1.091
{16 32},{14 30},0.224,0.465,1.104
{16 30},{32 14},0.29,0.359,1.2
{16 14},{32 30},0.38,0.274,1.121
{32 30},{16 14},0.245,0.426,1.121
{32 14},{16 30},0.299,0.348,1.2
{30 14},{16 32},0.421,0.247,1.104
{16 32 30},{14},0.133,0.782,1.091
{16 32 14},{30},0.165,0.629,1.117
{16 30 14},{32},0.22,0.473,1.145
{32 30 14},{16},0.187,0.556,1.084
{48},{34 44 14},0.479,0.213,1.092
{34},{48 44 14},0.641,0.159,1.101
{44},{48 34 14},0.373,0.274,1.13
{14},{48 34 44},0.717,0.142,1.121
{48 34},{44 14},0.316,0.323,1.141
{48 44},{34 14},0.186,0.549,1.157
{48 14},{34 44},0.356,0.287,1.149
{34 44},{48 14},0.25,0.409,1.149
{34 14},{48 44},0.475,0.215,1.157
{44 14},{48 34},0.283,0.361,1.141
{48 34 44},{14},0.127,0.803,1.121
{48 34 14},{44},0.242,0.421,1.13
{48 44 14},{34},0.145,0.705,1.101
{34 44 14},{48},0.195,0.523,1.092
{16},{34 44 14},0.513,0.205,1.049
{34},{16 44 14},0.641,0.164,1.076
{44},{16 34 14},0.373,0.282,1.098
{14},{16 34 44},0.717,0.147,1.139
{16 34},{44 14},0.332,0.316,1.118
{16 44},{34 14},0.196,0.538,1.132
{16 14},{34 44},0.38,0.277,1.109
{34 44},{16 14},0.25,0.421,1.109
{34 14},{16 44},0.475,0.221,1.132
{44 14},{16 34},0.283,0.371,1.118
{16 34 44},{14},0.129,0.816,1.139
{16 34 14},{44},0.257,0.41,1.098
{16 44 14},{34},0.152,0.689,1.076
{34 44 14},{16},0.195,0.538,1.049
{48},{49 34 14},0.479,0.211,1.099
{49},{48 34 14},0.389,0.26,1.074
{34},{48 49 14},0.641,0.158,1.077
{14},{48 49 34},0.717,0.141,1.081
{48 49},{34 14},0.191,0.53,1.116
{48 34},{49 14},0.316,0.32,1.106
{48 14},{49 34},0.356,0.284,1.12
{49 34},{48 14},0.254,0.399,1.12
{49 14},{48 34},0.289,0.35,1.106
{34 14},{48 49},0.475,0.213,1.116
{48 49 34},{14},0.13,0.775,1.081
{48 49 14},{34},0.146,0.69,1.077
{48 34 14},{49},0.242,0.417,1.074
{49 34 14},{48},0.192,0.526,1.099
{48},{16 34 14},0.479,0.276,1.075
{16},{48 34 14},0.513,0.257,1.063
{34},{48 16 14},0.641,0.206,1.071
{14},{48 16 34},0.717,0.184,1.118
{48 16},{34 14},0.248,0.533,1.123
{48 34},{16 14},0.316,0.418,1.1
{48 14},{16 34},0.356,0.371,1.117
{16 34},{48 14},0.332,0.398,1.117
{16 14},{48 34},0.38,0.348,1.1
{34 14},{48 16},0.475,0.278,1.123
{48 16 34},{14},0.165,0.802,1.118
{48 16 14},{34},0.193,0.686,1.071
{48 34 14},{16},0.242,0.545,1.063
{16 34 14},{48},0.257,0.515,1.075
{48},{34 26 14},0.479,0.226,1.093
{34},{48 26 14},0.641,0.169,1.078
{26},{48 34 14},0.412,0.262,1.082
{14},{48 34 26},0.717,0.151,1.113
{48 34},{26 14},0.316,0.342,1.119
{48 26},{34 14},0.205,0.528,1.111
{48 14},{34 26},0.356,0.304,1.126
{34 26},{48 14},0.27,0.401,1.126
{34 14},{48 26},0.475,0.228,1.111
{26 14},{48 34},0.305,0.354,1.119
{48 34 26},{14},0.135,0.798,1.113
{48 34 14},{26},0.242,0.446,1.082
{48 26 14},{34},0.156,0.691,1.078
{34 26 14},{48},0.207,0.523,1.093
{48},{34 46 14},0.479,0.214,1.113
{34},{48 46 14},0.641,0.16,1.104
{46},{48 34 14},0.372,0.275,1.136
{14},{48 34 46},0.717,0.143,1.098
{48 34},{46 14},0.316,0.324,1.161
{48 46},{34 14},0.19,0.54,1.136
{48 14},{34 46},0.356,0.288,1.138
{34 46},{48 14},0.253,0.405,1.138
{34 14},{48 46},0.475,0.216,1.136
{46 14},{48 34},0.279,0.367,1.161
{48 34 46},{14},0.13,0.787,1.098
{48 34 14},{46},0.242,0.423,1.136
{48 46 14},{34},0.145,0.707,1.104
{34 46 14},{48},0.192,0.533,1.113
{48},{32 34 14},0.479,0.227,1.086
{32},{48 34 14},0.413,0.264,1.088
{34},{48 32 14},0.641,0.17,1.109
{14},{48 32 34},0.717,0.152,1.078
{48 32},{34 14},0.205,0.532,1.12
{48 34},{32 14},0.316,0.344,1.149
{48 14},{32 34},0.356,0.306,1.102
{32 34},{48 14},0.277,0.392,1.102
{32 14},{48 34},0.299,0.363,1.149
{34 14},{48 32},0.475,0.229,1.12
{48 32 34},{14},0.141,0.773,1.078
{48 32 14},{34},0.153,0.71,1.109
{48 34 14},{32},0.242,0.449,1.088
{32 34 14},{48},0.209,0.52,1.086
{16},{49 34 14},0.513,0.21,1.093
{49},{16 34 14},0.389,0.277,1.081
{34},{16 49 14},0.641,0.168,1.059
{14},{16 49 34},0.717,0.15,1.089
{16 49},{34 14},0.212,0.508,1.07
{16 34},{49 14},0.332,0.324,1.122
{16 14},{49 34},0.38,0.284,1.119
{49 34},{16 14},0.254,0.425,1.119
{49 14},{16 34},0.289,0.373,1.122
{34 14},{16 49},0.475,0.227,1.07
{16 49 34},{14},0.138,0.78,1.089
{16 49 14},{34},0.159,0.679,1.059
{16 34 14},{49},0.257,0.42,1.081
{49 34 14},{16},0.192,0.561,1.093
{16},{34 26 14},0.513,0.231,1.121
{34},{16 26 14},0.641,0.185,1.081
{26},{16 34 14},0.412,0.288,1.123
{14},{16 34 26},0.717,0.166,1.114
{16 34},{26 14},0.332,0.357,1.171
{16 26},{34 14},0.222,0.535,1.127
{16 14},{34 26},0.38,0.313,1.16
{34 26},{16 14},0.27,0.441,1.16
{34 14},{16 26},0.475,0.25,1.127
{26 14},{16 34},0.305,0.389,1.171
{16 34 26},{14},0.149,0.798,1.114
{16 34 14},{26},0.257,0.463,1.123
{16 26 14},{34},0.172,0.693,1.081
{34 26 14},{16},0.207,0.575,1.121
{16},{34 12 14},0.513,0.218,1.157
{34},{16 12 14},0.641,0.174,1.094
{12},{16 34 14},0.365,0.306,1.192
{14},{16 34 12},0.717,0.156,1.148
{16 34},{12 14},0.332,0.336,1.206
{16 12},{34 14},0.201,0.556,1.172
{16 14},{34 12},0.38,0.294,1.239
{34 12},{16 14},0.238,0.471,1.239
{34 14},{16 12},0.475,0.235,1.172
{12 14},{16 34},0.279,0.401,1.206
{16 34 12},{14},0.136,0.823,1.148
{16 34 14},{12},0.257,0.436,1.192
{16 12 14},{34},0.159,0.701,1.094
{34 12 14},{16},0.188,0.594,1.157
{16},{34 46 14},0.513,0.21,1.093
{34},{16 46 14},0.641,0.168,1.106
{46},{16 34 14},0.372,0.289,1.128
{14},{16 34 46},0.717,0.15,1.121
{16 34},{46 14},0.332,0.324,1.163
{16 46},{34 14},0.197,0.548,1.155
{16 14},{34 46},0.38,0.284,1.122
{34 46},{16 14},0.253,0.426,1.122
{34 14},{16 46},0.475,0.227,1.155
{46 14},{16 34},0.279,0.386,1.163
{16 34 46},{14},0.134,0.803,1.121
{16 34 14},{46},0.257,0.42,1.128
{16 46 14},{34},0.152,0.708,1.106
{34 46 14},{16},0.192,0.561,1.093
{16},{32 34 14},0.513,0.23,1.1
{32},{16 34 14},0.413,0.286,1.115
{34},{16 32 14},0.641,0.184,1.114
{14},{16 32 34},0.717,0.165,1.095
{16 32},{34 14},0.224,0.528,1.111
{16 34},{32 14},0.332,0.355,1.188
{16 14},{32 34},0.38,0.311,1.122
{32 34},{16 14},0.277,0.426,1.122
{32 14},{16 34},0.299,0.395,1.188
{34 14},{16 32},0.475,0.249,1.111
{16 32 34},{14},0.15,0.785,1.095
{16 32 14},{34},0.165,0.714,1.114
{16 34 14},{32},0.257,0.46,1.115
{32 34 14},{16},0.209,0.565,1.1
{18},{34 19 30},0.705,0.235,1.096
{19},{18 34 30},0.54,0.307,1.14
{34},{18 19 30},0.641,0.259,1.093
{30},{18 19 34},0.563,0.294,1.075
{18 19},{34 30},0.4,0.415,1.127
{18 34},{19 30},0.466,0.356,1.124
{18 30},{34 19},0.397,0.418,1.162
{34 19},{18 30},0.36,0.461,1.162
{19 30},{18 34},0.316,0.524,1.124
{34 30},{18 19},0.368,0.451,1.127
{18 19 34},{30},0.274,0.605,1.075
{18 19 30},{34},0.237,0.7,1.093
{18 34 30},{19},0.27,0.615,1.14
{34 19 30},{18},0.215,0.773,1.096
{48},{18 19 30},0.479,0.261,1.103
{18},{48 19 30},0.705,0.177,1.072
{19},{48 18 30},0.54,0.232,1.13
{30},{48 18 19},0.563,0.222,1.106
{48 18},{19 30},0.348,0.36,1.138
{48 19},{18 30},0.268,0.468,1.179
{48 30},{18 19},0.282,0.443,1.109
{18 19},{48 30},0.4,0.313,1.109
{18 30},{48 19},0.397,0.315,1.179
{19 30},{48 18},0.316,0.396,1.138
{48 18 19},{30},0.201,0.623,1.106
{48 18 30},{19},0.205,0.61,1.13
{48 19 30},{18},0.165,0.756,1.072
{18 19 30},{48},0.237,0.528,1.103
{49},{18 19 30},0.389,0.271,1.145
{18},{49 19 30},0.705,0.15,1.085
