antecedent,consequent,support,confidence,lift
{18 14},{34 28},0.527,0.258,1.123
{34 28},{18 14},0.23,0.592,1.123
{34 14},{18 28},0.475,0.287,1.174
{28 14},{18 34},0.257,0.531,1.137
{18 34 28},{14},0.169,0.805,1.123
{18 34 14},{28},0.36,0.378,1.104
{18 28 14},{34},0.192,0.708,1.106
{34 28 14},{18},0.179,0.763,1.082
{16},{18 28 14},0.513,0.213,1.11
{18},{16 28 14},0.705,0.155,1.072
{28},{16 18 14},0.342,0.32,1.141
{14},{16 18 28},0.717,0.153,1.124
{16 18},{28 14},0.369,0.297,1.157
{16 28},{18 14},0.188,0.584,1.107
{16 14},{18 28},0.38,0.288,1.18
{18 28},{16 14},0.244,0.448,1.18
{18 14},{16 28},0.527,0.208,1.107
{28 14},{16 18},0.257,0.427,1.157
{16 18 28},{14},0.136,0.806,1.124
{16 18 14},{28},0.28,0.39,1.141
{16 28 14},{18},0.145,0.756,1.072
{18 28 14},{16},0.192,0.569,1.11
{18},{34 30 14},0.705,0.306,1.085
{34},{18 30 14},0.641,0.337,1.088
{30},{18 34 14},0.563,0.383,1.064
{14},{18 34 30},0.717,0.301,1.117
{18 34},{14 30},0.466,0.463,1.099
{18 30},{34 14},0.397,0.544,1.146
{18 14},{34 30},0.527,0.409,1.113
{34 30},{18 14},0.368,0.587,1.113
{34 14},{18 30},0.475,0.455,1.146
{30 14},{18 34},0.421,0.513,1.099
{18 34 30},{14},0.27,0.801,1.117
{18 34 14},{30},0.36,0.599,1.064
{18 30 14},{34},0.31,0.697,1.088
{34 30 14},{18},0.282,0.765,1.085
{18},{44 30 14},0.705,0.182,1.072
{30},{18 44 14},0.563,0.227,1.072
{44},{18 30 14},0.373,0.343,1.109
{14},{18 44 30},0.717,0.179,1.13
{18 30},{44 14},0.397,0.323,1.141
{18 44},{14 30},0.271,0.473,1.123
{18 14},{44 30},0.527,0.243,1.122
{44 30},{18 14},0.217,0.592,1.122
{30 14},{18 44},0.421,0.304,1.123
{44 14},{18 30},0.283,0.453,1.141
{18 44 30},{14},0.158,0.81,1.13
{18 30 14},{44},0.31,0.414,1.109
{18 44 14},{30},0.212,0.604,1.072
{44 30 14},{18},0.17,0.756,1.072
{48},{18 30 14},0.479,0.345,1.114
{18},{48 30 14},0.705,0.234,1.077
{30},{48 18 14},0.563,0.293,1.085
{14},{48 18 30},0.717,0.23,1.123
{48 18},{14 30},0.348,0.475,1.128
{48 30},{18 14},0.282,0.585,1.11
{48 14},{18 30},0.356,0.464,1.169
{18 30},{48 14},0.397,0.416,1.169
{18 14},{48 30},0.527,0.313,1.11
{30 14},{48 18},0.421,0.392,1.128
{48 18 30},{14},0.205,0.805,1.123
{48 18 14},{30},0.27,0.611,1.085
{48 30 14},{18},0.218,0.759,1.077
{18 30 14},{48},0.31,0.533,1.114
{49},{18 30 14},0.389,0.342,1.103
{18},{49 30 14},0.705,0.188,1.061
{30},{49 18 14},0.563,0.236,1.076
{14},{49 18 30},0.717,0.185,1.117
{49 18},{14 30},0.283,0.469,1.115
{49 30},{18 14},0.229,0.579,1.099
{49 14},{18 30},0.289,0.46,1.158
{18 30},{49 14},0.397,0.335,1.158
{18 14},{49 30},0.527,0.252,1.099
{30 14},{49 18},0.421,0.315,1.115
{49 18 30},{14},0.166,0.801,1.117
{49 18 14},{30},0.219,0.606,1.076
{49 30 14},{18},0.178,0.748,1.061
{18 30 14},{49},0.31,0.429,1.103
{18},{14 30 15},0.705,0.15,1.074
{30},{18 14 15},0.563,0.188,1.145
{14},{18 30 15},0.717,0.148,1.096
{15},{18 30 14},0.305,0.348,1.122
{18 30},{14 15},0.397,0.267,1.211
{18 14},{30 15},0.527,0.201,1.091
{18 15},{14 30},0.223,0.477,1.132
{30 14},{18 15},0.421,0.252,1.132
{30 15},{18 14},0.185,0.575,1.091
{14 15},{18 30},0.221,0.48,1.211
{18 30 14},{15},0.31,0.343,1.122
{18 30 15},{14},0.135,0.785,1.096
{18 14 15},{30},0.164,0.645,1.145
{15 30 14},{18},0.14,0.757,1.074
{16},{18 30 14},0.513,0.312,1.008
{18},{16 30 14},0.705,0.227,1.032
{30},{16 18 14},0.563,0.284,1.015
{14},{16 18 30},0.717,0.223,1.087
{16 18},{14 30},0.369,0.434,1.032
{16 30},{18 14},0.29,0.552,1.048
{16 14},{18 30},0.38,0.422,1.063
{18 30},{16 14},0.397,0.404,1.063
{18 14},{16 30},0.527,0.304,1.048
{30 14},{16 18},0.421,0.38,1.032
{16 18 30},{14},0.206,0.779,1.087
{16 18 14},{30},0.28,0.571,1.015
{16 30 14},{18},0.22,0.727,1.032
{18 30 14},{16},0.31,0.517,1.008
{18},{26 30 14},0.705,0.205,1.095
{30},{18 26 14},0.563,0.257,1.107
{26},{18 30 14},0.412,0.351,1.134
{14},{18 26 30},0.717,0.202,1.13
{18 30},{26 14},0.397,0.365,1.196
{18 26},{14 30},0.299,0.484,1.149
{18 14},{26 30},0.527,0.275,1.123
{26 30},{18 14},0.245,0.592,1.123
{30 14},{18 26},0.421,0.344,1.149
{26 14},{18 30},0.305,0.474,1.196
{18 26 30},{14},0.179,0.81,1.13
{18 30 14},{26},0.31,0.468,1.134
{18 26 14},{30},0.232,0.624,1.107
{26 30 14},{18},0.188,0.772,1.095
{18},{12 30 14},0.705,0.189,1.115
{30},{18 12 14},0.563,0.237,1.099
{12},{18 30 14},0.365,0.365,1.18
{14},{18 12 30},0.717,0.186,1.141
{18 30},{12 14},0.397,0.336,1.206
{18 12},{14 30},0.273,0.49,1.163
{18 14},{12 30},0.527,0.253,1.178
{12 30},{18 14},0.215,0.621,1.178
{30 14},{18 12},0.421,0.317,1.163
{12 14},{18 30},0.279,0.478,1.206
{18 12 30},{14},0.163,0.818,1.141
{18 30 14},{12},0.31,0.431,1.18
{18 12 14},{30},0.216,0.619,1.099
{12 30 14},{18},0.17,0.786,1.115
{18},{42 30 14},0.705,0.148,1.036
{30},{18 42 14},0.563,0.185,1.069
{42},{18 30 14},0.317,0.328,1.06
{14},{18 42 30},0.717,0.145,1.097
{18 30},{42 14},0.397,0.262,1.122
{18 42},{14 30},0.224,0.464,1.103
{18 14},{42 30},0.527,0.197,1.053
{42 30},{18 14},0.188,0.555,1.053
{30 14},{18 42},0.421,0.247,1.103
{42 14},{18 30},0.234,0.445,1.122
{18 42 30},{14},0.132,0.786,1.097
{18 30 14},{42},0.31,0.336,1.06
{18 42 14},{30},0.173,0.602,1.069
{42 30 14},{18},0.142,0.731,1.036
{18},{14 46 30},0.705,0.193,1.102
{30},{18 46 14},0.563,0.241,1.12
{46},{18 30 14},0.372,0.365,1.178
{14},{18 46 30},0.717,0.189,1.118
{18 30},{46 14},0.397,0.342,1.227
{18 46},{14 30},0.28,0.485,1.151
{18 14},{46 30},0.527,0.258,1.14
{46 30},{18 14},0.226,0.601,1.14
{30 14},{18 46},0.421,0.323,1.151
{46 14},{18 30},0.279,0.487,1.227
{46 18 30},{14},0.17,0.801,1.118
{18 30 14},{46},0.31,0.439,1.178
{18 46 14},{30},0.215,0.631,1.12
{46 30 14},{18},0.175,0.777,1.102
{32},{18 30 14},0.413,0.34,1.099
{18},{32 30 14},0.705,0.199,1.064
{30},{32 18 14},0.563,0.249,1.082
{14},{32 18 30},0.717,0.196,1.113
{32 18},{14 30},0.304,0.463,1.099
{32 30},{18 14},0.245,0.574,1.089
{32 14},{18 30},0.299,0.469,1.183
{18 30},{32 14},0.397,0.354,1.183
{18 14},{32 30},0.527,0.266,1.089
{30 14},{32 18},0.421,0.334,1.099
{32 18 30},{14},0.176,0.797,1.113
{32 18 14},{30},0.231,0.609,1.082
{32 30 14},{18},0.187,0.75,1.064
{18 30 14},{32},0.31,0.454,1.099
{18},{39 14 30},0.705,0.157,1.069
{39},{18 14 30},0.316,0.35,1.129
{30},{18 14 39},0.563,0.196,1.119
{14},{18 30 39},0.717,0.154,1.105
{18 39},{30 14},0.229,0.483,1.148
{18 30},{14 39},0.397,0.278,1.188
{18 14},{30 39},0.527,0.209,1.086
{30 39},{18 14},0.193,0.573,1.086
{14 39},{18 30},0.234,0.472,1.188
{30 14},{18 39},0.421,0.262,1.148
{18 30 39},{14},0.139,0.792,1.105
{18 14 39},{30},0.175,0.63,1.119
{18 30 14},{39},0.31,0.357,1.129
{14 30 39},{18},0.146,0.754,1.069
{18},{34 44 14},0.705,0.215,1.101
{34},{18 44 14},0.641,0.236,1.114
{44},{18 34 14},0.373,0.406,1.127
{14},{18 34 44},0.717,0.211,1.123
{18 34},{44 14},0.466,0.325,1.148
{18 44},{34 14},0.271,0.559,1.178
{18 14},{34 44},0.527,0.287,1.151
{34 44},{18 14},0.25,0.607,1.151
{34 14},{18 44},0.475,0.319,1.178
{44 14},{18 34},0.283,0.535,1.148
{18 34 44},{14},0.188,0.805,1.123
{18 34 14},{44},0.36,0.42,1.127
{18 44 14},{34},0.212,0.714,1.114
{34 44 14},{18},0.195,0.776,1.101
{48},{18 34 14},0.479,0.391,1.085
{18},{48 34 14},0.705,0.265,1.096
{34},{48 18 14},0.641,0.292,1.081
{14},{48 18 34},0.717,0.261,1.11
{48 18},{34 14},0.348,0.538,1.134
{48 34},{18 14},0.316,0.592,1.122
{48 14},{18 34},0.356,0.526,1.127
{18 34},{48 14},0.466,0.401,1.127
{18 14},{48 34},0.527,0.355,1.122
{34 14},{48 18},0.475,0.394,1.134
{48 18 34},{14},0.235,0.796,1.11
{48 18 14},{34},0.27,0.693,1.081
{48 34 14},{18},0.242,0.773,1.096
{18 34 14},{48},0.36,0.519,1.085
{49},{18 34 14},0.389,0.385,1.07
{18},{49 34 14},0.705,0.212,1.106
{34},{49 18 14},0.641,0.234,1.067
{14},{49 18 34},0.717,0.209,1.113
{49 18},{34 14},0.283,0.529,1.115
{49 34},{18 14},0.254,0.591,1.121
{49 14},{18 34},0.289,0.518,1.111
{18 34},{49 14},0.466,0.321,1.111
{18 14},{49 34},0.527,0.284,1.121
{34 14},{49 18},0.475,0.316,1.115
{49 18 34},{14},0.188,0.798,1.113
{49 18 14},{34},0.219,0.683,1.067
{49 34 14},{18},0.192,0.78,1.106
{18 34 14},{49},0.36,0.416,1.07
{18},{34 14 15},0.705,0.162,1.071
{34},{18 14 15},0.641,0.178,1.083
{14},{18 34 15},0.717,0.159,1.065
{15},{18 34 14},0.305,0.374,1.037
{18 34},{14 15},0.466,0.245,1.108
{18 14},{34 15},0.527,0.216,1.074
{18 15},{34 14},0.223,0.513,1.08
{34 14},{18 15},0.475,0.24,1.08
{34 15},{18 14},0.202,0.566,1.074
{14 15},{18 34},0.221,0.517,1.108
{18 34 14},{15},0.36,0.317,1.037
{18 34 15},{14},0.149,0.763,1.065
{18 14 15},{34},0.164,0.694,1.083
{34 14 15},{18},0.151,0.755,1.071
{16},{18 34 14},0.513,0.379,1.052
{18},{16 34 14},0.705,0.276,1.075
{34},{16 18 14},0.641,0.304,1.083
{14},{16 18 34},0.717,0.271,1.105
{16 18},{34 14},0.369,0.528,1.111
{16 34},{18 14},0.332,0.585,1.11
{16 14},{18 34},0.38,0.512,1.098
{18 34},{16 14},0.466,0.417,1.098
{18 14},{16 34},0.527,0.369,1.11
{34 14},{16 18},0.475,0.41,1.111
{16 18 34},{14},0.246,0.792,1.105
{16 18 14},{34},0.28,0.694,1.083
{16 34 14},{18},0.257,0.758,1.075
{18 34 14},{16},0.36,0.54,1.052
{18},{26 34 14},0.705,0.232,1.123
{34},{18 26 14},0.641,0.255,1.099
{26},{18 34 14},0.412,0.396,1.1
{14},{18 26 34},0.717,0.228,1.126
{18 34},{26 14},0.466,0.351,1.148
{18 26},{34 14},0.299,0.546,1.15
{18 14},{34 26},0.527,0.31,1.15
{34 26},{18 14},0.27,0.606,1.15
{34 14},{18 26},0.475,0.344,1.15
{26 14},{18 34},0.305,0.536,1.148
{18 26 34},{14},0.203,0.807,1.126
{18 34 14},{26},0.36,0.454,1.1
{18 26 14},{34},0.232,0.704,1.099
{34 26 14},{18},0.207,0.792,1.123
{18},{2 34 14},0.705,0.159,1.11
{34},{18 2 14},0.641,0.174,1.122
{2},{18 34 14},0.273,0.41,1.138
{14},{18 2 34},0.717,0.156,1.095
{18 34},{2 14},0.466,0.24,1.187
{18 2},{34 14},0.203,0.552,1.162
{18 14},{2 34},0.527,0.212,1.135
{34 2},{18 14},0.187,0.598,1.135
{34 14},{18 2},0.475,0.235,1.162
{2 14},{18 34},0.202,0.554,1.187
{18 2 34},{14},0.142,0.785,1.095
{18 34 14},{2},0.36,0.31,1.138
{18 2 14},{34},0.155,0.719,1.122
{34 2 14},{18},0.143,0.783,1.11
{18},{34 12 14},0.705,0.216,1.147
{34},{18 12 14},0.641,0.237,1.102
{12},{18 34 14},0.365,0.416,1.156
{14},{18 34 12},0.717,0.212,1.134
{18 34},{12 14},0.466,0.326,1.169
{18 12},{34 14},0.273,0.558,1.176
{18 14},{34 12},0.527,0.289,1.215
{34 12},{18 14},0.238,0.64,1.215
{34 14},{18 12},0.475,0.32,1.176
{12 14},{18 34},0.279,0.545,1.169
{18 34 12},{14},0.187,0.813,1.134
{18 34 14},{12},0.36,0.422,1.156
{18 12 14},{34},0.216,0.706,1.102
{34 12 14},{18},0.188,0.809,1.147
{18},{34 42 14},0.705,0.173,1.079
{34},{18 42 14},0.641,0.19,1.1
{42},{18 34 14},0.317,0.384,1.065
{14},{18 34 42},0.717,0.17,1.122
{18 34},{42 14},0.466,0.261,1.116
{18 42},{34 14},0.224,0.543,1.144
{18 14},{34 42},0.527,0.231,1.106
{34 42},{18 14},0.209,0.583,1.106
{34 14},{18 42},0.475,0.257,1.144
{42 14},{18 34},0.234,0.521,1.116
{18 34 42},{14},0.151,0.804,1.122
{18 34 14},{42},0.36,0.338,1.065
{18 42 14},{34},0.173,0.705,1.1
{34 42 14},{18},0.16,0.76,1.079
{18},{34 46 14},0.705,0.214,1.115
{34},{18 46 14},0.641,0.236,1.096
{46},{18 34 14},0.372,0.406,1.126
{14},{18 34 46},0.717,0.211,1.086
{18 34},{46 14},0.466,0.324,1.162
{18 46},{34 14},0.28,0.539,1.136
{18 14},{34 46},0.527,0.287,1.134
{34 46},{18 14},0.253,0.598,1.134
{34 14},{18 46},0.475,0.318,1.136
{46 14},{18 34},0.279,0.542,1.162
{18 34 46},{14},0.194,0.778,1.086
{18 34 14},{46},0.36,0.419,1.126
{18 46 14},{34},0.215,0.702,1.096
{34 46 14},{18},0.192,0.786,1.115
{32},{18 34 14},0.413,0.399,1.106
{18},{32 34 14},0.705,0.233,1.115
{34},{32 18 14},0.641,0.257,1.114
{14},{32 18 34},0.717,0.23,1.097
{32 18},{34 14},0.304,0.542,1.141
{32 34},{18 14},0.277,0.593,1.125
{32 14},{18 34},0.299,0.55,1.178
{18 34},{32 14},0.466,0.353,1.178
{18 14},{32 34},0.527,0.312,1.125
{34 14},{32 18},0.475,0.346,1.141
{32 18 34},{14},0.209,0.786,1.097
{32 18 14},{34},0.231,0.713,1.114
{32 34 14},{18},0.209,0.786,1.115
{18 34 14},{32},0.36,0.456,1.106
{18},{34 14 39},0.705,0.178,1.094
{34},{18 14 39},0.641,0.196,1.121
{39},{18 34 14},0.316,0.398,1.105
{14},{18 34 39},0.717,0.176,1.124
{18 34},{14 39},0.466,0.27,1.151
{18 39},{34 14},0.229,0.55,1.159
{18 14},{34 39},0.527,0.239,1.139
{34 39},{18 14},0.21,0.6,1.139
{34 14},{18 39},0.475,0.265,1.159
{14 39},{18 34},0.234,0.537,1.151
{18 34 39},{14},0.156,0.806,1.124
{18 34 14},{39},0.36,0.349,1.105
{18 14 39},{34},0.175,0.718,1.121
{34 14 39},{18},0.163,0.771,1.094
{18},{34 29 14},0.705,0.151,1.126
{34},{18 29 14},0.641,0.166,1.057
{29},{18 34 14},0.28,0.38,1.054
{14},{18 34 29},0.717,0.149,1.075
{18 34},{29 14},0.466,0.228,1.134
{18 29},{34 14},0.212,0.503,1.06
{18 14},{34 29},0.527,0.202,1.125
{34 29},{18 14},0.18,0.593,1.125
{34 14},{18 29},0.475,0.224,1.06
{29 14},{18 34},0.201,0.529,1.134
{18 34 29},{14},0.138,0.771,1.075
{18 34 14},{29},0.36,0.295,1.054
{18 29 14},{34},0.157,0.677,1.057
{34 29 14},{18},0.134,0.794,1.126
{18},{34 38 14},0.705,0.152,1.079
{34},{18 38 14},0.641,0.167,1.092
{38},{18 34 14},0.269,0.398,1.105
{14},{18 34 38},0.717,0.149,1.117
{18 34},{38 14},0.466,0.23,1.124
{18 38},{34 14},0.197,0.544,1.146
{18 14},{34 38},0.527,0.203,1.134
{34 38},{18 14},0.179,0.598,1.134
{34 14},{18 38},0.475,0.226,1.146
{38 14},{18 34},0.204,0.525,1.124
{18 34 38},{14},0.134,0.8,1.117
{18 34 14},{38},0.36,0.297,1.105
{18 38 14},{34},0.153,0.699,1.092
{34 38 14},{18},0.141,0.761,1.079
{48},{18 44 14},0.479,0.231,1.09
{18},{48 44 14},0.705,0.157,1.085
{44},{48 18 14},0.373,0.297,1.099
{14},{48 18 44},0.717,0.155,1.138
{48 18},{44 14},0.348,0.319,1.126
{48 44},{18 14},0.186,0.596,1.131
{48 14},{18 44},0.356,0.311,1.148
{18 44},{48 14},0.271,0.409,1.148
{18 14},{48 44},0.527,0.21,1.131
{44 14},{48 18},0.283,0.392,1.126
{48 18 44},{14},0.136,0.816,1.138
{48 18 14},{44},0.27,0.41,1.099
{48 44 14},{18},0.145,0.765,1.085
{18 44 14},{48},0.212,0.522,1.09
{16},{18 44 14},0.513,0.226,1.063
{18},{16 44 14},0.705,0.164,1.077
{44},{16 18 14},0.373,0.31,1.107
{14},{16 18 44},0.717,0.162,1.121
{16 18},{44 14},0.369,0.314,1.11
{16 44},{18 14},0.196,0.592,1.123
{16 14},{18 44},0.38,0.305,1.125
{18 44},{16 14},0.271,0.427,1.125
{18 14},{16 44},0.527,0.22,1.123
{44 14},{16 18},0.283,0.409,1.11
{16 18 44},{14},0.144,0.803,1.121
{16 18 14},{44},0.28,0.413,1.107
{16 44 14},{18},0.152,0.759,1.077
{18 44 14},{16},0.212,0.546,1.063
{48},{49 18 14},0.479,0.235,1.071
{49},{48 18 14},0.389,0.289,1.07
{18},{48 49 14},0.705,0.159,1.089
{14},{48 49 18},0.717,0.157,1.117
{48 49},{18 14},0.191,0.589,1.118
{48 18},{49 14},0.348,0.323,1.119
{48 14},{49 18},0.356,0.316,1.116
{49 18},{48 14},0.283,0.397,1.116
{49 14},{48 18},0.289,0.389,1.119
{18 14},{48 49},0.527,0.213,1.118
{48 49 18},{14},0.14,0.8,1.117
{48 49 14},{18},0.146,0.768,1.089
{48 18 14},{49},0.27,0.416,1.07
{49 18 14},{48},0.219,0.513,1.071
{48},{16 18 14},0.479,0.307,1.094
{16},{48 18 14},0.513,0.286,1.059
{18},{48 16 14},0.705,0.208,1.082
{14},{48 16 18},0.717,0.205,1.116
{48 16},{18 14},0.248,0.592,1.123
{48 18},{16 14},0.348,0.422,1.112
{48 14},{16 18},0.356,0.412,1.118
{16 18},{48 14},0.369,0.398,1.118
{16 14},{48 18},0.38,0.387,1.112
{18 14},{48 16},0.527,0.278,1.123
{48 16 18},{14},0.184,0.8,1.116
{48 16 14},{18},0.193,0.763,1.082
{48 18 14},{16},0.27,0.543,1.059
{16 18 14},{48},0.28,0.524,1.094
{48},{18 26 14},0.479,0.252,1.083
{18},{48 26 14},0.705,0.171,1.092
{26},{48 18 14},0.412,0.292,1.081
{14},{48 18 26},0.717,0.168,1.105
{48 18},{26 14},0.348,0.346,1.135
{48 26},{18 14},0.205,0.588,1.115
{48 14},{18 26},0.356,0.338,1.13
{18 26},{48 14},0.299,0.402,1.13
{18 14},{48 26},0.527,0.228,1.115
{26 14},{48 18},0.305,0.395,1.135
{48 18 26},{14},0.152,0.792,1.105
{48 18 14},{26},0.27,0.446,1.081
{48 26 14},{18},0.156,0.77,1.092
{18 26 14},{48},0.232,0.519,1.083
{48},{18 12 14},0.479,0.236,1.096
{18},{48 12 14},0.705,0.16,1.139
{12},{48 18 14},0.365,0.31,1.145
{14},{48 18 12},0.717,0.158,1.123
{48 18},{12 14},0.348,0.325,1.166
{48 12},{18 14},0.182,0.622,1.18
{48 14},{18 12},0.356,0.318,1.165
{18 12},{48 14},0.273,0.415,1.165
{18 14},{48 12},0.527,0.215,1.18
{12 14},{48 18},0.279,0.406,1.166
{48 18 12},{14},0.14,0.805,1.123
{48 18 14},{12},0.27,0.419,1.145
{48 12 14},{18},0.141,0.803,1.139
{18 12 14},{48},0.216,0.525,1.096
{48},{18 46 14},0.479,0.24,1.114
{18},{48 46 14},0.705,0.163,1.124
{46},{48 18 14},0.372,0.308,1.141
{14},{48 18 46},0.717,0.16,1.093
{48 18},{46 14},0.348,0.33,1.184
{48 46},{18 14},0.19,0.605,1.147
{48 14},{18 46},0.356,0.322,1.15
{18 46},{48 14},0.28,0.41,1.15
{18 14},{48 46},0.527,0.218,1.147
{46 14},{48 18},0.279,0.411,1.184
{48 18 46},{14},0.146,0.784,1.093
{48 18 14},{46},0.27,0.425,1.141
{48 46 14},{18},0.145,0.793,1.124
{18 46 14},{48},0.215,0.533,1.114
{48},{32 18 14},0.479,0.251,1.088
{32},{48 18 14},0.413,0.291,1.077
{18},{48 32 14},0.705,0.17,1.112
{14},{48 32 18},0.717,0.168,1.104
{48 32},{18 14},0.205,0.587,1.114
{48 18},{32 14},0.348,0.345,1.154
{48 14},{32 18},0.356,0.337,1.111
{32 18},{48 14},0.304,0.396,1.111
{32 14},{48 18},0.299,0.401,1.154
{18 14},{48 32},0.527,0.228,1.114
{48 32 18},{14},0.152,0.791,1.104
{48 32 14},{18},0.153,0.784,1.112
{48 18 14},{32},0.27,0.444,1.077
{32 18 14},{48},0.231,0.521,1.088
{16},{49 18 14},0.513,0.241,1.1
{49},{16 18 14},0.389,0.318,1.136
{18},{16 49 14},0.705,0.176,1.105
{14},{16 49 18},0.717,0.173,1.085
{16 49},{18 14},0.212,0.583,1.106
{16 18},{49 14},0.369,0.336,1.162
{16 14},{49 18},0.38,0.326,1.152
{49 18},{16 14},0.283,0.438,1.152
{49 14},{16 18},0.289,0.428,1.162
{18 14},{16 49},0.527,0.235,1.106
{16 49 18},{14},0.159,0.778,1.085
{16 49 14},{18},0.159,0.779,1.105
{16 18 14},{49},0.28,0.442,1.136
{49 18 14},{16},0.219,0.565,1.1
{49},{18 26 14},0.389,0.259,1.116
{18},{49 26 14},0.705,0.143,1.11
{26},{49 18 14},0.412,0.244,1.115
{14},{49 18 26},0.717,0.141,1.139
{49 18},{26 14},0.283,0.356,1.166
{49 26},{18 14},0.164,0.614,1.164
{49 14},{18 26},0.289,0.349,1.165
{18 26},{49 14},0.299,0.337,1.165
{18 14},{49 26},0.527,0.191,1.164
{26 14},{49 18},0.305,0.33,1.166
{49 18 26},{14},0.123,0.816,1.139
{49 18 14},{26},0.219,0.46,1.115
{49 26 14},{18},0.129,0.782,1.11
{18 26 14},{49},0.232,0.434,1.116
{32},{49 18 14},0.413,0.252,1.151
{49},{32 18 14},0.389,0.268,1.162
{18},{32 49 14},0.705,0.148,1.141
{14},{32 49 18},0.717,0.145,1.097
{32 49},{18 14},0.173,0.602,1.142
{32 18},{49 14},0.304,0.343,1.187
{32 14},{49 18},0.299,0.348,1.229
{49 18},{32 14},0.283,0.368,1.229
{49 14},{32 18},0.289,0.36,1.187
{18 14},{32 49},0.527,0.197,1.142
{32 49 18},{14},0.132,0.786,1.097
{32 49 14},{18},0.129,0.804,1.141
{32 18 14},{49},0.231,0.452,1.162
{49 18 14},{32},0.219,0.475,1.151
{16},{18 26 14},0.513,0.261,1.123
{18},{16 26 14},0.705,0.19,1.107
{26},{16 18 14},0.412,0.324,1.158
{14},{16 18 26},0.717,0.187,1.117
{16 18},{26 14},0.369,0.363,1.189
{16 26},{18 14},0.222,0.603,1.144
{16 14},{18 26},0.38,0.352,1.177
{18 26},{16 14},0.299,0.447,1.177
{18 14},{16 26},0.527,0.254,1.144
{26 14},{16 18},0.305,0.438,1.189
{16 18 26},{14},0.167,0.8,1.117
{16 18 14},{26},0.28,0.477,1.158
{16 26 14},{18},0.172,0.78,1.107
{18 26 14},{16},0.232,0.576,1.123
{16},{18 12 14},0.513,0.242,1.122
{18},{16 12 14},0.705,0.176,1.104
{12},{16 18 14},0.365,0.34,1.212
{14},{16 18 12},0.717,0.173,1.136
{16 18},{12 14},0.369,0.337,1.207
{16 12},{18 14},0.201,0.618,1.172
{16 14},{18 12},0.38,0.327,1.199
{18 12},{16 14},0.273,0.455,1.199
{18 14},{16 12},0.527,0.235,1.172
{12 14},{16 18},0.279,0.445,1.207
{16 18 12},{14},0.152,0.814,1.136
{16 18 14},{12},0.28,0.443,1.212
{16 12 14},{18},0.159,0.778,1.104
{18 12 14},{16},0.216,0.576,1.122
{16},{18 46 14},0.513,0.227,1.054
{18},{16 46 14},0.705,0.165,1.086
{46},{16 18 14},0.372,0.313,1.116
{14},{16 18 46},0.717,0.162,1.094
{16 18},{46 14},0.369,0.316,1.132
{16 46},{18 14},0.197,0.593,1.124
{16 14},{18 46},0.38,0.307,1.094
{18 46},{16 14},0.28,0.415,1.094
{18 14},{16 46},0.527,0.221,1.124
{46 14},{16 18},0.279,0.417,1.132
{16 18 46},{14},0.148,0.784,1.094
{16 18 14},{46},0.28,0.415,1.116
{16 46 14},{18},0.152,0.765,1.086
{18 46 14},{16},0.215,0.541,1.054
{16},{32 18 14},0.513,0.248,1.074
{32},{16 18 14},0.413,0.308,1.099
{18},{16 32 14},0.705,0.18,1.09
{14},{16 32 18},0.717,0.177,1.061
{16 32},{18 14},0.224,0.568,1.077
{16 18},{32 14},0.369,0.345,1.152
{16 14},{32 18},0.38,0.335,1.103
{32 18},{16 14},0.304,0.419,1.103
{32 14},{16 18},0.299,0.425,1.152
{18 14},{16 32},0.527,0.241,1.077
{16 32 18},{14},0.167,0.76,1.061
{16 32 14},{18},0.165,0.768,1.09
{16 18 14},{32},0.28,0.454,1.099
{32 18 14},{16},0.231,0.551,1.074
{32},{18 26 14},0.413,0.243,1.044
{18},{32 26 14},0.705,0.142,1.138
{26},{32 18 14},0.412,0.243,1.053
{14},{32 18 26},0.717,0.14,1.09
{32 18},{26 14},0.304,0.33,1.08
{32 26},{18 14},0.17,0.589,1.118
{32 14},{18 26},0.299,0.334,1.117
{18 26},{32 14},0.299,0.334,1.117
{18 14},{32 26},0.527,0.19,1.118
{26 14},{32 18},0.305,0.328,1.08
{32 18 26},{14},0.128,0.781,1.09
{32 18 14},{26},0.231,0.434,1.053
{32 26 14},{18},0.125,0.802,1.138
{18 26 14},{32},0.232,0.431,1.044
{34},{19 28 14},0.641,0.159,1.082
{19},{34 28 14},0.54,0.189,1.057
{28},{34 19 14},0.342,0.297,1.081
{14},{34 19 28},0.717,0.142,1.108
{34 19},{28 14},0.36,0.283,1.103
{34 28},{19 14},0.23,0.443,1.108
{34 14},{19 28},0.475,0.214,1.129
{19 28},{34 14},0.19,0.536,1.129
{19 14},{34 28},0.399,0.255,1.108
{28 14},{34 19},0.257,0.397,1.103
{34 19 28},{14},0.128,0.794,1.108
{34 19 14},{28},0.275,0.37,1.081
{34 28 14},{19},0.179,0.57,1.057
{19 28 14},{34},0.147,0.693,1.082
{34},{19 30 14},0.641,0.261,1.087
{19},{34 30 14},0.54,0.31,1.1
{30},{34 19 14},0.563,0.297,1.082
{14},{34 19 30},0.717,0.234,1.089
{34 19},{14 30},0.36,0.466,1.106
{34 30},{19 14},0.368,0.455,1.14
{34 14},{19 30},0.475,0.353,1.115
{19 30},{34 14},0.316,0.53,1.115
{19 14},{34 30},0.399,0.419,1.14
{30 14},{34 19},0.421,0.398,1.106
{34 19 30},{14},0.215,0.781,1.089
